length,references,links,citations_template,citations_non_template,categories,-1obox,images,l2_headings,l3plus_headings,languages,flesch,flesch_kincaid,smog,coleman_liau,ari,dale_chall,linsear_write,gunning_fog,spache
2870,0,16,0,0,7,0,0,0,0,0,59.04,10.23,-1,10.25,11.43,11.83,13.74,12.4,8.53
47449,149,152,36,113,1,1,0,12,6,0,29.65,20.83,19.88,10.75,24.86,13.89,31.64,23.63,12.71
14002,34,84,16,18,11,0,2,4,3,10,53.7,11.03,14.02,9.3,10.78,11.82,14.48,12.97,8.54
17818,58,46,13,45,4,0,0,8,0,0,37.33,16.86,17.24,11.13,19.24,11.71,24.97,20.17,9.95
8042,2,58,0,2,2,1,0,3,0,0,51.46,12.64,14.7,9.57,13.51,13.4,17.85,15.85,9.87
2343,0,26,0,0,1,0,1,0,0,3,71.29,6.62,-1,8.26,6.49,12.69,7.89,9.43,7.7
15117,5,173,3,2,25,1,3,8,0,28,48.5,11.49,14.17,9.21,10.22,12.42,14.43,12.62,8.4
16463,0,111,0,0,5,0,6,8,0,6,60.56,10.32,11.73,8.72,10.78,10.24,14.47,12.72,8.0
70387,181,316,105,76,13,1,0,0,1,31,50.4,12.0,15.65,9.98,12.3,11.89,15.87,14.61,8.66
11112,15,76,1,14,4,1,0,6,7,14,42.06,16.3,16.2,8.7,17.5,14.78,23.93,18.43,11.32
7535,0,81,0,0,10,0,0,6,0,10,38.64,13.91,15.9,10.96,13.61,11.58,17.64,15.62,8.6
6305,0,56,0,0,7,0,3,6,0,2,71.07,6.81,10.28,7.96,6.5,9.34,7.95,9.1,6.3
91468,22,864,3,19,17,2,36,19,8,62,52.4,11.22,18.17,9.6,11.03,12.66,14.61,13.77,8.81
4120,0,46,0,0,3,0,3,0,0,3,51.86,10.96,-1,10.29,10.96,10.8,13.92,14.08,7.48
51598,112,251,53,59,4,0,7,10,7,0,42.11,13.91,17.24,12.86,16.08,11.96,17.9,15.32,9.49
9674,23,52,17,6,9,1,0,5,1,1,60.31,11.01,12.8,8.01,11.48,10.46,15.76,13.78,8.03
20343,59,149,36,23,7,1,0,6,0,2,55.52,12.55,14.31,7.54,12.81,12.04,18.33,15.64,9.45
96538,193,459,58,135,8,0,28,7,35,55,30.07,17.86,20.95,11.99,19.92,12.06,25.17,20.7,10.2
35197,60,229,20,40,6,0,7,6,11,2,41.84,13.37,15.29,11.92,14.2,12.49,17.0,16.08,9.11
9582,0,120,1,-1,13,1,1,5,3,21,66.39,8.58,10.65,6.86,7.56,11.73,11.4,10.21,8.07
1614,0,21,0,0,3,0,0,2,0,2,62.38,8.91,-1,7.6,7.74,10.74,11.79,12.78,7.22
30353,84,120,22,62,9,2,0,7,3,0,43.64,13.56,18.46,12.54,15.56,11.15,17.13,15.02,8.64
54538,0,407,0,0,1,0,10,10,17,2,49.14,11.32,13.4,10.49,11.09,10.48,14.19,13.33,7.63
11125,18,71,0,18,3,0,0,8,0,0,43.36,16.86,16.11,9.96,20.03,12.06,25.24,20.12,10.72
29167,51,119,42,9,5,0,3,5,5,3,39.39,13.94,16.77,11.13,14.01,11.14,18.12,17.22,8.52
19767,17,94,17,0,4,1,0,3,2,8,62.04,8.69,12.97,8.79,8.22,10.08,10.93,11.15,6.79
3022,4,22,1,3,1,0,3,2,0,0,52.49,13.25,-1,8.85,14.42,12.32,19.5,16.29,9.51
38454,90,126,0,90,11,1,0,7,6,0,41.61,11.45,15.43,12.78,11.25,11.71,12.22,12.51,7.8
8322,11,41,0,11,2,0,0,6,3,0,59.58,10.08,12.22,9.17,10.44,13.55,13.79,11.22,8.9
85147,126,348,42,84,5,1,16,12,13,21,41.13,14.55,18.24,10.79,15.41,11.54,20.01,16.19,8.97
2918,1,20,0,1,7,1,0,1,0,0,-18.72,34.79,-1,17.67,45.35,19.51,56.0,36.27,19.69
94594,78,1065,60,18,4,1,5,15,31,35,59.45,10.89,13.82,8.37,11.3,13.1,15.18,12.94,9.24
27152,18,248,3,15,10,1,8,1,6,45,53.23,9.87,15.65,9.34,8.58,11.45,11.64,11.84,7.49
690,0,16,0,0,3,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
80339,167,482,65,102,11,1,3,9,12,24,57.94,11.16,15.29,8.5,11.53,11.13,15.46,13.43,8.41
128387,417,553,0,417,14,1,23,12,18,48,48.8,11.96,14.41,10.96,12.57,12.0,15.38,14.61,8.42
40827,121,104,19,102,2,1,6,7,5,11,28.95,20.05,20.77,12.2,24.22,13.21,29.94,22.52,11.89
666,0,5,0,0,0,0,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8891,24,37,20,4,4,0,0,2,4,0,54.66,12.56,-1,8.23,13.15,11.12,17.98,14.37,9.0
827,2,5,2,0,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
19686,41,106,30,11,3,1,4,3,0,3,35.82,15.61,16.89,13.38,18.12,13.01,20.59,15.97,10.08
105741,207,271,106,101,4,0,0,12,22,0,21.15,20.42,21.31,13.65,23.93,13.83,29.39,22.43,11.9
94718,255,534,38,217,39,0,0,6,14,0,53.04,13.06,16.45,8.95,14.27,11.74,19.08,15.92,9.04
59238,64,439,31,33,3,1,2,2,0,61,41.4,13.86,17.99,11.4,14.61,12.64,17.67,15.28,9.36
10344,14,77,7,7,2,1,1,5,0,3,64.84,8.71,10.93,8.86,9.01,10.11,11.31,10.61,7.18
84117,205,519,139,66,21,1,0,16,6,0,57.81,11.87,15.07,7.1,11.75,13.04,17.34,15.13,9.72
66384,168,309,53,115,20,1,0,9,9,0,55.63,11.93,13.4,8.94,12.75,12.01,17.03,14.68,9.24
1035,0,20,0,0,6,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
11723,15,31,17,-2,3,0,1,5,0,0,43.71,13.29,15.43,11.79,14.44,11.72,17.62,15.27,8.74
8772,2,66,0,2,2,1,1,6,1,0,38.36,14.26,15.77,11.03,14.28,11.45,18.43,16.08,8.59
14771,0,125,0,0,9,1,0,5,4,2,49.51,11.17,12.28,10.47,10.89,10.43,13.53,13.1,7.54
117046,180,848,0,180,7,2,15,12,20,33,50.66,11.36,13.82,10.61,11.65,12.21,14.6,12.66,8.6
49427,139,212,28,111,9,1,3,3,0,1,63.09,9.81,14.27,8.87,10.61,10.6,13.84,12.53,7.94
6932,0,16,0,0,2,0,1,3,4,2,35.64,13.3,16.2,13.06,13.32,10.04,15.66,17.49,7.31
3976,4,16,3,1,2,0,1,5,0,0,40.99,16.6,-1,9.02,18.07,15.29,24.0,17.48,12.35
12490,43,95,0,43,11,0,1,3,3,7,40.85,14.72,17.01,9.82,14.89,12.28,20.5,16.66,9.48
439,0,6,0,0,2,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26347,9,152,6,3,5,1,3,7,10,2,44.06,13.77,16.4,11.86,15.55,11.63,18.77,15.04,8.99
2305,5,11,3,2,4,0,0,1,0,0,39.01,14.31,-1,11.65,15.04,12.01,19.06,16.6,8.96
16582,34,136,9,25,4,1,14,5,2,0,54.56,13.68,15.2,9.04,16.01,13.11,20.5,16.68,10.82
83219,164,301,125,39,10,2,10,8,9,0,37.17,14.53,16.49,13.91,16.78,13.29,18.8,16.13,9.83
2495,0,25,0,0,2,0,0,5,0,2,70.85,7.04,-1,7.25,6.26,9.12,8.05,8.87,6.16
3832,5,32,3,2,5,1,1,2,0,0,30.41,14.26,-1,12.88,13.62,14.06,16.64,15.55,9.69
3498,12,14,0,12,4,0,1,4,0,0,57.08,7.67,11.47,12.07,8.25,12.36,5.97,8.74,7.32
2330,0,19,0,0,1,1,0,4,0,0,57.93,11.62,-1,7.2,11.38,13.75,16.72,14.59,10.17
39462,19,90,0,19,1,0,10,6,19,0,47.29,11.15,14.31,12.05,11.54,10.88,12.97,12.71,7.78
12082,20,120,9,11,2,1,0,1,1,0,43.39,14.92,15.99,8.23,14.72,13.38,21.12,17.47,10.33
6693,18,93,0,18,5,1,1,5,0,0,54.33,10.29,-1,7.83,8.39,13.39,12.94,11.71,8.94
79278,52,514,42,10,45,1,2,20,0,35,43.63,14.08,17.43,9.68,14.29,12.07,19.88,16.26,9.35
4497,5,19,2,3,4,0,0,5,0,2,32.19,12.93,-1,15.98,14.12,11.45,12.23,11.81,8.07
81861,220,327,0,220,9,0,2,13,5,42,53.23,11.65,14.6,9.76,12.21,10.0,15.54,14.39,7.67
10928,25,74,15,10,6,1,0,1,0,0,51.66,12.61,14.41,8.05,12.29,13.07,17.62,14.14,10.06
22954,11,336,2,9,2,0,18,8,7,28,63.34,10.15,13.3,5.52,8.64,13.48,14.29,12.45,9.48
2256,0,106,0,0,1,0,0,3,4,75,76.83,9.53,-1,-3.39,3.97,16.8,16.07,12.89,11.64
97754,299,451,95,204,33,1,0,14,11,56,62.16,8.16,11.0,8.4,7.03,10.98,8.6,9.84,6.8
5155,0,13,0,0,1,1,0,3,0,0,60.0,11.84,-1,7.21,12.4,12.48,18.08,14.18,9.5
15314,32,128,6,26,8,1,0,5,0,0,55.15,12.38,14.65,7.86,12.64,11.83,18.07,15.51,9.11
147,0,4,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
17294,18,108,0,18,4,1,2,8,0,11,57.47,10.03,12.97,8.94,9.61,13.71,13.21,13.01,9.07
21491,35,127,18,17,20,1,0,6,8,1,66.9,8.57,13.13,7.76,8.4,10.26,12.1,10.67,7.43
10920,20,62,14,6,6,1,4,7,2,1,34.35,15.34,16.36,13.44,17.21,12.74,19.73,17.17,9.83
5817,9,36,1,8,6,0,0,5,0,0,55.55,10.19,14.36,9.81,10.1,10.92,13.54,11.33,7.74
16768,28,119,15,13,1,1,3,7,0,0,49.24,11.25,14.46,10.56,11.04,11.08,14.05,13.18,7.89
93984,273,382,173,100,15,1,0,14,8,0,56.19,12.57,11.92,7.09,12.68,13.16,18.4,15.17,10.13
8128,5,24,3,2,2,0,0,5,6,0,30.85,14.11,16.07,13.87,14.24,11.62,15.87,16.32,8.04
40019,67,232,31,36,10,4,0,6,6,0,49.77,13.48,16.81,9.18,14.39,11.59,19.66,15.74,9.14
1050,0,19,0,0,5,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1474,1,15,1,0,4,1,0,0,0,0,55.01,12.62,-1,5.32,11.04,15.94,19.0,15.53,11.41
15705,32,146,0,32,5,0,4,6,0,1,48.52,11.67,14.74,9.83,11.05,12.02,14.74,14.0,8.66
14747,29,81,1,28,2,2,0,10,0,18,51.83,12.63,13.92,10.0,13.93,12.98,17.74,15.3,9.5
5069,22,17,13,9,2,1,0,6,0,0,49.61,15.2,-1,7.85,16.73,13.13,23.0,18.54,10.55
76571,163,341,0,163,30,1,6,9,9,25,52.01,10.24,16.57,11.14,10.37,10.98,12.69,12.0,7.54
1055,0,22,0,0,2,0,1,1,0,0,31.86,24.43,-1,1.43,25.49,16.89,37.75,26.81,16.05
53761,192,242,41,151,8,1,1,3,0,0,48.4,13.2,17.24,10.19,14.27,11.55,18.15,15.51,8.82
5665,0,48,0,0,3,1,2,2,0,0,48.18,11.55,14.84,9.9,10.78,12.65,14.59,10.65,9.01
41213,106,110,45,61,2,0,0,10,20,0,18.78,16.45,17.95,15.26,16.6,12.01,18.68,18.73,8.87
6307,12,49,1,11,6,1,0,5,2,0,63.16,10.41,-1,6.58,9.95,13.19,15.33,14.0,9.61
18406,33,82,32,1,10,1,0,5,2,0,49.15,13.47,15.43,7.11,12.54,15.4,19.24,14.27,11.46
31998,0,175,12,-12,9,0,15,10,28,0,57.12,9.88,13.61,9.84,9.96,9.96,12.96,10.53,7.23
91312,187,676,119,68,18,2,11,12,7,37,51.65,12.98,17.99,8.39,13.28,13.38,18.73,15.73,10.06
4775,14,20,0,14,6,0,0,0,0,0,59.62,8.33,12.46,9.97,7.99,9.67,8.41,10.19,6.31
41605,96,188,49,47,9,1,11,7,9,19,42.8,14.14,15.6,12.32,16.28,12.68,18.77,15.93,9.78
4266,22,26,9,13,3,0,0,3,0,0,71.76,6.96,-1,7.6,6.62,9.82,8.74,10.39,6.98
16962,23,49,5,18,0,0,0,4,5,0,36.42,13.16,14.27,12.87,13.12,10.73,15.36,15.61,7.81
28360,89,119,26,63,8,1,9,5,4,0,42.11,13.6,16.2,12.98,15.56,11.66,17.67,15.59,8.82
18397,32,118,0,32,2,1,0,4,5,0,33.6,16.55,14.7,14.37,20.18,11.03,20.28,17.04,9.84
15469,6,118,0,6,2,1,0,2,6,0,54.74,10.2,13.66,9.74,9.85,10.33,12.63,13.13,7.3
7525,11,50,6,5,6,1,0,4,1,2,64.4,9.48,12.16,7.97,9.61,10.54,13.19,11.6,7.79
56436,165,203,26,139,3,0,6,6,6,0,54.39,10.37,12.86,10.78,10.92,11.02,13.12,12.7,7.7
15150,25,109,14,11,3,1,0,6,0,2,47.77,12.49,15.25,9.24,11.95,11.17,16.64,15.15,8.35
1164,0,19,0,0,3,0,0,0,0,0,71.74,7.55,-1,4.82,5.4,10.8,10.86,10.37,7.2
14564,2,168,2,0,27,0,0,7,5,1,55.42,10.99,15.16,8.52,10.54,11.83,14.82,12.58,8.56
728,0,9,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
97331,70,964,9,61,4,0,11,13,27,13,40.89,17.42,17.08,7.39,18.4,15.56,25.65,19.0,12.89
9336,13,74,8,5,2,1,2,7,0,7,58.99,11.06,12.52,7.09,10.48,10.29,15.46,13.44,7.88
13585,34,84,24,10,13,1,0,2,3,0,70.86,8.17,11.73,6.99,8.06,10.89,11.78,10.28,7.99
17241,29,71,11,18,7,1,0,9,0,19,24.18,17.17,18.49,14.04,18.52,12.15,22.1,17.88,9.56
4591,3,25,3,0,11,1,0,2,0,0,54.27,15.73,-1,5.11,16.94,15.06,25.17,19.17,12.61
3028,4,23,3,1,5,1,1,6,0,0,58.78,11.15,-1,9.09,12.22,12.8,15.56,13.35,9.6
28581,73,167,57,16,11,1,0,4,4,0,65.45,9.72,12.16,7.67,10.1,10.6,13.92,12.22,7.96
28807,52,149,10,42,7,1,0,5,5,0,59.03,9.79,13.45,10.84,11.09,11.21,13.12,12.48,7.92
31871,0,170,11,-11,3,1,0,8,7,0,30.8,17.71,21.25,11.6,19.5,13.0,25.06,19.42,10.81
12944,12,107,10,2,7,1,0,7,2,26,42.03,14.45,17.08,9.34,14.29,13.47,19.65,16.24,10.09
3826,0,18,0,0,5,1,0,3,3,0,47.8,14.55,-1,7.78,14.86,15.76,21.19,16.65,11.66
32729,0,82,0,0,3,0,0,0,0,1,-49.01,49.17,29.45,11.51,61.61,20.67,84.09,52.57,24.52
2022,0,30,0,0,2,0,1,5,0,0,64.14,9.03,-1,5.63,6.82,12.34,12.78,11.96,8.41
51881,58,286,1,57,19,1,0,11,6,0,50.61,10.26,13.24,10.36,9.42,11.5,11.72,11.33,7.68
38835,0,418,4,-4,5,0,14,2,0,3,44.85,14.38,19.12,7.54,13.5,14.37,20.73,16.15,10.91
33612,63,248,56,7,16,0,0,8,8,23,53.15,14.27,13.51,6.13,14.47,14.01,20.79,16.84,11.36
28208,92,125,0,92,3,0,5,6,0,0,47.99,11.43,15.16,11.18,11.55,11.12,14.44,13.59,8.03
106365,277,433,64,213,7,4,5,10,23,7,57.83,9.79,20.64,9.77,9.92,11.3,12.61,11.8,7.71
25716,74,112,45,29,6,1,0,8,0,0,60.85,10.95,12.8,8.45,11.87,9.48,15.44,13.29,8.22
38754,43,280,37,6,5,1,8,10,13,16,46.28,12.38,18.74,11.14,12.85,12.2,15.71,13.73,8.96
8073,19,32,0,19,3,1,0,0,0,0,52.75,10.15,14.22,10.63,9.98,13.68,12.23,9.76,9.31
9774,16,64,0,16,12,1,0,0,0,0,49.68,11.93,14.12,9.32,11.45,13.72,15.36,12.28,9.69
19919,39,140,6,33,11,1,0,7,0,8,58.3,10.79,13.82,8.62,11.01,11.47,15.08,13.13,8.59
10595,12,102,0,12,12,0,0,4,6,0,56.76,10.47,12.34,11.0,11.9,14.23,14.63,10.78,9.71
9337,26,51,0,26,5,1,0,0,0,0,33.95,17.34,-1,9.93,18.3,14.23,25.66,20.24,11.35
15337,35,98,22,13,13,1,0,6,3,0,69.82,8.68,11.86,6.06,8.0,10.7,12.61,10.86,7.91
1863,0,26,0,0,8,0,0,1,0,3,60.77,12.03,-1,4.93,11.15,16.05,18.2,15.58,11.52
30270,68,102,45,23,2,0,0,5,0,0,40.57,13.08,15.11,11.84,13.24,12.38,16.37,16.14,8.72
26570,95,182,10,85,13,1,0,4,3,2,46.16,12.87,16.2,10.16,12.98,12.07,17.04,15.21,8.85
69882,121,545,0,121,14,0,12,7,12,7,55.78,11.29,15.9,8.34,11.06,11.67,15.55,13.83,8.52
28430,79,203,0,79,14,1,1,8,9,1,62.95,10.16,15.29,8.87,11.25,12.97,14.64,12.56,9.13
22932,53,128,5,48,3,4,0,5,6,8,61.5,11.05,15.56,7.7,11.63,12.01,16.48,14.24,8.88
60715,143,304,96,47,5,0,13,0,0,13,63.48,9.38,11.14,9.0,10.0,10.36,13.04,12.13,7.53
5874,3,56,3,0,11,1,0,2,0,1,44.75,15.66,-1,10.06,18.06,13.06,22.94,17.88,10.87
2337,3,34,0,3,5,1,0,2,0,0,11.47,30.97,-1,5.71,36.59,17.21,48.17,34.54,18.03
33465,76,136,59,17,8,1,0,0,3,6,58.09,12.01,12.91,7.82,12.69,11.85,17.88,15.03,9.49
8839,6,38,5,1,8,0,4,3,0,0,54.46,11.62,13.87,9.86,12.58,9.24,15.85,14.33,7.54
68900,48,400,45,3,12,1,0,9,9,6,48.18,13.37,17.66,10.24,14.58,12.15,18.54,15.93,9.28
18349,9,102,0,9,3,2,1,12,6,3,60.96,9.41,12.63,8.58,9.07,10.36,12.14,11.27,7.21
46103,123,226,0,123,2,4,0,0,0,3,57.18,10.06,14.02,8.88,9.54,11.57,13.0,11.46,8.09
8767,6,78,2,4,5,1,0,8,1,5,50.22,11.88,14.46,9.4,11.57,13.57,15.42,13.62,9.48
38218,121,133,32,89,7,1,3,11,0,3,36.9,17.32,17.35,11.22,20.14,12.59,24.9,19.6,10.53
3521,0,46,0,0,7,1,0,3,1,1,59.17,10.48,-1,6.77,9.15,13.61,14.84,11.56,9.52
4230,2,13,0,2,1,1,1,0,0,3,-152.07,76.31,-1,18.0,93.53,27.19,141.25,81.14,33.74
57221,86,265,23,63,20,1,11,8,5,51,50.63,12.69,13.61,10.08,13.79,10.91,17.7,15.7,8.49
11891,4,91,0,4,5,1,0,3,2,4,55.46,13.51,14.02,6.58,13.95,13.87,19.89,16.3,10.57
17942,33,97,19,14,5,1,3,6,0,4,42.24,15.17,15.95,11.55,17.56,12.25,20.87,17.03,10.24
15162,21,88,13,8,3,1,0,5,0,2,50.4,11.75,14.65,10.03,11.86,11.42,15.21,14.05,8.25
26474,14,148,0,14,9,0,2,8,0,8,62.97,8.99,10.86,8.7,8.9,9.54,11.96,11.48,6.99
74481,115,94,33,82,7,1,0,9,11,0,19.38,18.42,20.95,14.58,20.11,11.5,23.73,19.29,9.54
5776,0,34,0,0,2,0,5,5,0,0,52.27,10.96,13.13,9.45,10.4,9.78,13.59,12.85,7.19
4416,0,26,0,0,3,0,2,2,0,0,55.89,9.76,12.86,9.98,9.54,11.7,11.94,11.64,7.73
10164,4,71,2,2,3,1,2,9,2,15,62.88,11.41,13.51,5.02,10.58,15.29,17.83,13.93,11.07
55370,209,259,29,180,13,1,0,9,5,3,31.5,17.35,17.24,11.83,19.15,12.17,24.43,19.94,10.18
114034,178,1278,31,147,7,2,25,13,23,90,56.04,10.56,16.65,8.22,9.64,12.18,13.77,12.86,8.39
7202,0,66,1,-1,5,0,1,3,0,10,50.91,13.96,14.46,6.75,13.71,14.98,20.35,16.24,11.35
20479,30,118,24,6,15,3,0,10,8,0,45.2,15.77,14.17,7.28,16.19,13.9,22.6,17.03,11.37
18897,62,91,13,49,1,0,0,6,0,7,36.31,15.99,17.08,10.96,17.07,13.74,21.8,17.35,10.34
7675,14,61,0,14,2,1,0,5,0,0,58.94,13.54,-1,3.87,12.82,14.93,20.67,16.42,11.14
50340,113,281,36,77,20,1,0,9,22,40,56.6,11.11,16.65,9.06,11.52,10.88,15.37,13.58,8.25
43125,93,129,3,90,8,1,0,7,8,1,45.46,11.84,17.58,12.0,12.31,12.42,14.4,12.51,8.61
2423,1,33,0,1,5,1,0,3,0,1,66.63,10.53,-1,3.95,9.02,13.86,16.41,12.47,9.95
46769,116,387,86,30,6,1,4,0,0,3,55.25,11.43,13.82,8.0,10.93,12.4,16.02,13.84,9.05
22122,26,77,1,25,1,0,5,6,7,5,60.48,8.32,10.5,9.1,7.46,10.68,8.78,11.16,6.74
16735,36,61,0,36,2,0,3,8,0,2,57.6,9.19,10.43,9.75,8.77,10.27,10.66,10.7,6.9
16140,25,57,14,11,8,0,0,6,8,2,29.1,16.0,18.63,12.88,16.63,11.57,21.08,18.89,9.27
76476,131,400,60,71,8,1,0,8,12,30,32.23,19.55,16.57,10.62,22.87,15.22,27.61,21.18,13.23
43867,72,235,43,29,17,1,0,9,4,35,41.88,14.16,21.25,10.73,14.8,13.41,19.03,15.97,9.91
63754,110,326,26,84,5,1,7,8,11,0,53.43,12.13,15.99,9.28,12.81,12.92,17.52,14.68,9.32
8318,23,37,0,23,8,0,0,4,3,0,47.08,11.88,14.84,12.03,12.83,11.37,14.99,13.82,8.37
1080,0,13,0,0,2,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33938,62,145,47,15,9,1,0,8,9,0,49.35,13.13,15.69,8.44,12.98,14.48,18.49,15.01,10.29
18948,47,38,0,47,6,1,5,0,0,0,55.89,9.47,13.77,10.81,9.7,9.94,11.08,10.71,7.45
44046,2,340,1,1,3,1,34,15,9,12,40.24,13.72,17.28,10.3,13.14,12.5,17.66,14.11,9.1
45532,101,353,0,101,22,1,7,12,5,26,51.15,12.49,14.22,9.2,12.82,11.95,17.25,14.24,8.89
41686,0,166,19,-19,5,1,0,6,10,0,31.94,17.51,19.12,11.96,19.71,12.57,25.25,19.99,10.54
63736,100,504,1,99,10,1,14,11,11,32,52.46,10.63,13.97,9.88,10.18,12.34,13.59,12.4,8.25
14568,3,38,1,2,7,1,0,4,2,0,44.12,12.52,16.16,11.83,13.09,10.67,15.74,14.09,7.9
1360,1,11,0,1,2,0,0,2,0,0,26.85,16.37,-1,13.13,16.95,11.38,20.12,15.33,8.78
10992,0,144,0,0,10,0,3,8,1,7,65.58,8.59,11.34,6.67,7.23,10.51,11.62,10.44,7.36
8113,3,42,1,2,1,1,0,2,0,3,10.63,22.16,-1,12.86,23.84,16.56,30.38,23.63,13.48
13688,17,112,8,9,24,1,0,5,3,0,62.84,10.4,12.69,7.68,10.73,11.35,14.69,12.46,8.69
3485,2,76,0,2,2,0,0,5,0,0,28.49,19.44,-1,9.67,20.81,16.08,29.57,21.19,12.64
42801,134,231,41,93,3,0,0,15,6,15,37.23,13.32,15.82,12.65,13.44,13.57,15.77,15.19,9.18
58607,102,361,1,101,9,0,15,1,0,29,47.98,12.38,13.08,10.21,12.57,15.02,15.66,13.46,10.39
106940,305,330,138,167,2,0,0,10,14,0,36.83,17.95,20.39,11.14,21.35,12.94,26.95,21.66,10.9
47569,4,308,3,1,15,1,9,2,19,45,48.23,12.97,18.81,9.06,12.86,12.12,17.75,14.66,9.21
1221,0,8,0,0,2,0,0,0,0,0,42.39,10.14,-1,11.97,8.69,11.37,7.75,8.44,7.41
12868,23,42,16,7,1,1,0,0,0,0,44.03,14.5,14.98,10.99,16.27,12.62,20.14,16.16,10.45
11965,48,50,9,39,3,0,0,4,0,0,36.91,16.52,-1,10.85,18.22,12.97,22.95,19.13,10.49
18004,82,81,19,63,4,0,1,5,5,12,62.01,8.72,12.46,9.61,8.91,10.6,10.73,10.52,7.32
15709,22,103,10,12,2,1,0,5,0,25,15.74,23.09,20.74,10.66,25.46,14.99,34.87,26.06,13.12
3543,0,60,0,0,2,0,0,3,0,0,76.63,8.66,-1,1.62,6.21,12.91,14.53,12.06,9.25
37738,66,289,0,66,7,1,5,6,5,7,57.58,9.92,13.77,9.0,9.48,11.3,12.84,12.01,7.85
45932,49,172,33,16,3,1,3,1,1,0,36.45,15.4,18.56,11.71,16.54,11.7,21.01,17.91,9.53
25577,27,165,22,5,5,1,3,10,0,8,42.19,15.78,15.69,9.6,17.23,11.95,21.93,17.65,10.31
7982,29,35,16,13,6,0,0,4,3,0,49.35,13.14,-1,9.77,14.06,12.19,19.17,16.43,9.39
2902,5,34,0,5,2,0,0,0,0,0,44.36,11.78,-1,13.66,13.25,10.56,13.06,12.2,7.57
3627,0,28,0,0,7,1,0,2,0,0,36.83,15.65,-1,10.26,15.99,14.29,21.96,17.59,10.85
6964,2,67,1,1,7,1,1,4,3,0,53.56,10.75,13.87,9.59,10.44,11.23,14.17,13.35,7.92
2015,2,18,0,2,1,1,0,0,0,0,-1.6,26.28,-1,12.57,28.57,20.13,38.83,29.91,15.94
14155,18,44,4,14,5,1,0,6,4,0,57.31,11.47,14.02,8.99,12.35,11.28,16.12,13.74,8.63
18389,47,106,29,18,4,1,0,4,0,1,50.91,14.72,15.43,6.74,15.23,14.78,22.27,18.09,11.62
55663,86,166,20,66,9,1,9,8,6,14,47.65,12.37,18.91,11.37,13.39,11.42,16.02,13.49,8.46
22623,6,220,5,1,4,0,2,9,7,13,45.7,12.92,15.38,10.66,13.36,11.85,17.05,14.22,8.64
19263,39,88,22,17,4,0,0,0,0,7,41.68,14.55,17.99,11.15,15.85,12.35,20.26,16.47,9.32
1178,0,20,0,0,1,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
12201,23,73,19,4,3,1,0,3,0,8,55.81,13.0,13.82,8.09,14.23,11.35,19.6,15.54,9.59
2905,0,28,0,0,3,1,0,4,0,4,29.21,23.57,-1,6.53,27.02,17.01,36.17,25.13,15.38
25242,63,194,6,57,22,1,0,11,9,0,47.93,12.49,14.51,10.81,13.25,11.55,16.95,14.05,8.7
24591,47,113,18,29,27,1,0,5,7,0,54.51,11.31,13.4,9.94,12.05,11.71,15.19,13.03,8.64
10052,1,194,0,1,3,0,0,3,3,0,-1216.59,496.72,-1,-3.39,646.53,84.02,688.0,526.55,194.69
6504,2,51,0,2,3,0,2,3,0,1,50.97,12.04,14.93,10.16,12.67,10.85,16.41,14.88,8.0
58402,101,365,1,100,9,0,14,0,0,31,47.55,12.42,13.51,10.49,12.76,15.02,15.66,13.49,10.39
3760,1,20,0,1,2,1,0,1,0,0,-84.83,47.42,-1,20.08,54.4,22.89,77.5,48.85,22.16
591,0,13,0,0,4,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
10880,14,88,9,5,7,1,0,5,4,0,51.83,11.67,14.93,9.72,11.84,13.12,16.12,13.64,9.44
10333,0,65,0,0,2,1,0,2,4,0,62.21,12.1,10.93,4.63,11.46,12.61,17.7,14.3,9.8
16481,54,71,6,48,3,0,0,6,0,0,54.61,10.56,13.51,9.18,10.04,9.83,13.35,13.17,7.09
20201,37,116,5,32,7,1,0,9,4,0,58.3,9.2,11.73,9.52,8.77,12.14,10.95,10.81,8.02
8629,25,56,0,25,6,0,0,0,0,0,43.04,15.04,16.53,10.51,16.69,12.42,21.9,17.29,9.69
28873,26,242,8,18,2,1,14,5,9,0,52.41,16.48,15.47,4.75,17.64,15.53,25.55,19.82,12.94
18949,24,147,22,2,1,2,2,5,3,0,40.88,14.28,17.51,11.84,15.64,12.53,18.57,15.51,9.66
23366,64,107,24,40,2,0,1,5,0,0,54.77,10.33,14.55,8.82,9.36,12.07,13.18,12.88,8.28
46327,82,241,39,43,8,0,11,8,13,35,47.21,13.58,17.73,10.29,14.77,12.75,19.03,16.23,9.51
